config_id,status,reason,k,feature_set,input_dim,seed,device,best_epoch,best_val_loss,final_train_loss,final_val_loss,num_train_traces,num_val_traces,num_test_traces,num_train_points,gmm_aic,gmm_bic,bic_candidates,checkpoint_path,curve_path,norm_params_path,gmm_params_path
deepseek-r1-distill-8b_H100_tp4,trained,,10,f3,3,42,cuda,171,1.0630868673324585,1.0529567539691924,1.0824973583221436,20,4,5,49699,551180.1370527442,551435.7355153877,"{""10"": {""aic"": 551180.1370527442, ""bic"": 551435.7355153877}, ""12"": {""aic"": 551093.6505827848, ""bic"": 551402.1314859753}, ""6"": {""aic"": 552060.2767680456, ""bic"": 552210.1103495953}, ""8"": {""aic"": 551405.3483015595, ""bic"": 551608.0643236561}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/deepseek-r1-distill-8b_H100_tp4_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/deepseek-r1-distill-8b_H100_tp4_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/deepseek-r1-distill-8b_H100_tp4.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/deepseek-r1-distill-8b_H100_tp4_k10.json
deepseek-r1-distill-8b_H100_tp8,trained,,10,f3,3,42,cuda,499,1.3289341628551483,0.933974605231058,1.3289341628551483,21,4,5,52419,615605.7134737951,615862.8571813953,"{""10"": {""aic"": 615605.7134737951, ""bic"": 615862.8571813953}, ""12"": {""aic"": 615324.1081491162, ""bic"": 615634.4540031165}, ""6"": {""aic"": 617110.6698532066, ""bic"": 617261.4092680067}, ""8"": {""aic"": 616286.751837766, ""bic"": 616490.6933989662}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/deepseek-r1-distill-8b_H100_tp8_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/deepseek-r1-distill-8b_H100_tp8_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/deepseek-r1-distill-8b_H100_tp8.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/deepseek-r1-distill-8b_H100_tp8_k10.json
gpt-oss-120b_A100_tp4,trained,,10,f3,3,42,cuda,154,1.0304204821586609,0.9334949758790788,1.2048654183745384,21,4,5,28338,346283.59996084205,346522.90677007666,"{""10"": {""aic"": 346283.59996084205, ""bic"": 346522.90677007666}, ""12"": {""aic"": 344862.0347580366, ""bic"": 345150.85332090594}, ""6"": {""aic"": 381963.9954271376, ""bic"": 382104.2787291027}, ""8"": {""aic"": 357083.3373537893, ""bic"": 357273.1324093892}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/gpt-oss-120b_A100_tp4_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/gpt-oss-120b_A100_tp4_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/gpt-oss-120b_A100_tp4.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/gpt-oss-120b_A100_tp4_k10.json
gpt-oss-120b_A100_tp8,trained,,10,f3,3,42,cuda,77,1.283607840538025,1.0849115962073916,1.4011450111865997,21,4,5,28580,390325.98559772223,390565.53900881525,"{""10"": {""aic"": 390325.98559772223, ""bic"": 390565.53900881525}, ""12"": {""aic"": 382984.8301599082, ""bic"": 383273.94634571014}, ""6"": {""aic"": 392810.85454438394, ""bic"": 392951.28240605915}, ""8"": {""aic"": 387943.8698695234, ""bic"": 388133.8605059075}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/gpt-oss-120b_A100_tp8_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/gpt-oss-120b_A100_tp8_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/gpt-oss-120b_A100_tp8.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/gpt-oss-120b_A100_tp8_k10.json
gpt-oss-120b_H100_tp4,trained,,10,f3,3,42,cuda,312,0.6029772944748402,0.49809166469744276,0.6102349534630775,21,4,5,28260,395812.1981818341,396051.425058865,"{""10"": {""aic"": 395812.1981818341, ""bic"": 396051.425058865}, ""12"": {""aic"": 394559.4649310872, ""bic"": 394848.1870240556}, ""6"": {""aic"": 404519.08852914587, ""bic"": 404659.3249743019}, ""8"": {""aic"": 398728.9726438333, ""bic"": 398918.7043049268}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/gpt-oss-120b_H100_tp4_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/gpt-oss-120b_H100_tp4_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/gpt-oss-120b_H100_tp4.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/gpt-oss-120b_H100_tp4_k10.json
gpt-oss-120b_H100_tp8,trained,,10,f3,3,42,cuda,133,0.33954674005508423,0.6939087361097336,0.3691914975643158,21,4,5,27789,399765.5523360608,400004.29180666053,"{""10"": {""aic"": 399765.5523360608, ""bic"": 400004.29180666053}, ""12"": {""aic"": 398739.11424625874, ""bic"": 399027.24809008604}, ""6"": {""aic"": 407977.28338564106, ""bic"": 408117.23410978576}, ""8"": {""aic"": 403540.5514425667, ""bic"": 403729.89653993887}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/gpt-oss-120b_H100_tp8_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/gpt-oss-120b_H100_tp8_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/gpt-oss-120b_H100_tp8.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/gpt-oss-120b_H100_tp8_k10.json
gpt-oss-20b_A100_tp1,trained,,10,f3,3,42,cuda,130,1.1087833791971207,0.8701661158175695,1.1530150771141052,21,4,5,30094,293679.31551369897,293920.3658654632,"{""10"": {""aic"": 293679.31551369897, ""bic"": 293920.3658654632}, ""12"": {""aic"": 293551.67843526707, ""bic"": 293842.6012736032}, ""6"": {""aic"": 310950.3336444893, ""bic"": 311091.6390231097}, ""8"": {""aic"": 294531.10546403116, ""bic"": 294722.2833292235}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/gpt-oss-20b_A100_tp1_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/gpt-oss-20b_A100_tp1_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/gpt-oss-20b_A100_tp1.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/gpt-oss-20b_A100_tp1_k10.json
gpt-oss-20b_A100_tp2,trained,,10,f3,3,42,cuda,182,1.0773819535970688,0.8860060140490532,1.1502562910318375,20,4,5,27371,315494.93105520285,315733.23099599674,"{""10"": {""aic"": 315494.93105520285, ""bic"": 315733.23099599674}, ""12"": {""aic"": 314091.2033815022, ""bic"": 314378.8067583224}, ""6"": {""aic"": 327941.0988856446, ""bic"": 328080.7919543858}, ""8"": {""aic"": 316619.9318475233, ""bic"": 316808.9283522909}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/gpt-oss-20b_A100_tp2_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/gpt-oss-20b_A100_tp2_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/gpt-oss-20b_A100_tp2.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/gpt-oss-20b_A100_tp2_k10.json
gpt-oss-20b_H100_tp1,trained,,10,f3,3,42,cuda,159,0.8061042875051498,0.7288707792758942,0.8775907903909683,21,4,5,27815,308031.2876055023,308270.05419645505,"{""10"": {""aic"": 308031.2876055023, ""bic"": 308270.05419645505}, ""12"": {""aic"": 307570.10501258535, ""bic"": 307858.27158787317}, ""6"": {""aic"": 312653.2408746722, ""bic"": 312793.2074969548}, ""8"": {""aic"": 308774.670437174, ""bic"": 308964.0370437917}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/gpt-oss-20b_H100_tp1_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/gpt-oss-20b_H100_tp1_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/gpt-oss-20b_H100_tp1.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/gpt-oss-20b_H100_tp1_k10.json
gpt-oss-20b_H100_tp2,trained,,10,f3,3,42,cuda,92,1.23789681494236,0.8815201407387143,1.3603221774101257,21,4,5,27808,339030.69535568054,339269.4546474944,"{""10"": {""aic"": 339030.69535568054, ""bic"": 339269.4546474944}, ""12"": {""aic"": 338941.41525607393, ""bic"": 339229.5730220562}, ""6"": {""aic"": 342621.42528394377, ""bic"": 342761.3876274209}, ""8"": {""aic"": 339598.685850566, ""bic"": 339788.0466682115}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/gpt-oss-20b_H100_tp2_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/gpt-oss-20b_H100_tp2_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/gpt-oss-20b_H100_tp2.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/gpt-oss-20b_H100_tp2_k10.json
llama-3-405b_H100_tp8,trained,,10,f3,3,42,cuda,255,1.0173877030611038,0.8931896771703448,1.0197639614343643,21,4,5,53612,729105.0931259183,729362.8894437937,"{""10"": {""aic"": 729105.0931259183, ""bic"": 729362.8894437937}, ""12"": {""aic"": 729053.5423003595, ""bic"": 729364.6757874504}, ""6"": {""aic"": 730224.417048659, ""bic"": 730375.5390281031}, ""8"": {""aic"": 729226.0174788081, ""bic"": 729430.4766274678}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-405b_H100_tp8_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-405b_H100_tp8_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-405b_H100_tp8.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-405b_H100_tp8_k10.json
llama-3-70b_A100_tp4,trained,,10,f3,3,42,cuda,195,0.7685142027007209,0.7549071900901341,0.8005385862456428,42,9,9,90982,1032939.9094836004,1033213.0435755488,"{""10"": {""aic"": 1032939.9094836004, ""bic"": 1033213.0435755488}, ""12"": {""aic"": 1032441.5146026408, ""bic"": 1032771.1591963716}, ""6"": {""aic"": 1047147.1357172049, ""bic"": 1047307.2488055883}, ""8"": {""aic"": 1033414.1647583297, ""bic"": 1033630.7883484956}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-70b_A100_tp4_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-70b_A100_tp4_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-70b_A100_tp4.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-70b_A100_tp4_k10.json
llama-3-70b_A100_tp8,trained,,10,f3,3,42,cuda,51,1.5870094961590238,1.033546894043684,1.764678676923116,40,9,8,80084,1067533.7868666067,1067803.2209761275,"{""10"": {""aic"": 1067533.7868666067, ""bic"": 1067803.2209761275}, ""12"": {""aic"": 1066889.5062049364, ""bic"": 1067214.685302634}, ""6"": {""aic"": 1100309.6396092605, ""bic"": 1100467.5837424279}, ""8"": {""aic"": 1070602.2133113004, ""bic"": 1070815.9024326445}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-70b_A100_tp8_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-70b_A100_tp8_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-70b_A100_tp8.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-70b_A100_tp8_k10.json
llama-3-70b_H100_tp4,trained,,10,f3,3,42,cuda,96,1.0574571821424696,0.7236815825468157,1.1012524631288316,41,9,9,80269,1065981.228739353,1066250.7297637726,"{""10"": {""aic"": 1065981.228739353, ""bic"": 1066250.7297637726}, ""12"": {""aic"": 1065248.0237701752, ""bic"": 1065573.2836272335}, ""6"": {""aic"": 1067787.3640121927, ""bic"": 1067945.3473713354}, ""8"": {""aic"": 1066651.214899363, ""bic"": 1066864.957091144}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-70b_H100_tp4_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-70b_H100_tp4_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-70b_H100_tp4.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-70b_H100_tp4_k10.json
llama-3-70b_H100_tp8,trained,,10,f3,3,42,cuda,69,0.9437191685040792,0.8148849951784786,1.1594714025656383,41,9,9,76724,1063246.312589517,1063514.5037150464,"{""10"": {""aic"": 1063246.312589517, ""bic"": 1063514.5037150464}, ""12"": {""aic"": 1062919.8519327734, ""bic"": 1063243.5308773778}, ""6"": {""aic"": 1067800.048142389, ""bic"": 1067957.2636297683}, ""8"": {""aic"": 1066064.1166286825, ""bic"": 1066276.819935137}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-70b_H100_tp8_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-70b_H100_tp8_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-70b_H100_tp8.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-70b_H100_tp8_k10.json
llama-3-8b_A100_tp1,trained,,10,f3,3,42,cuda,442,0.9173008269733853,0.6557747405909357,0.919293549325731,42,9,9,83353,793021.1939836853,793291.788340215,"{""10"": {""aic"": 793021.1939836853, ""bic"": 793291.788340215}, ""12"": {""aic"": 789869.4231829138, ""bic"": 790196.0025787255}, ""6"": {""aic"": 800812.4068626122, ""bic"": 800971.0311405779}, ""8"": {""aic"": 795212.4739051332, ""bic"": 795427.0832223808}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-8b_A100_tp1_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-8b_A100_tp1_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-8b_A100_tp1.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-8b_A100_tp1_k10.json
llama-3-8b_A100_tp2,trained,,10,f3,3,42,cuda,22,2.247760103808509,1.1050412465886372,2.2896200550927057,41,9,9,80380,840718.4567075181,840987.9978068902,"{""10"": {""aic"": 840718.4567075181, ""bic"": 840987.9978068902}, ""12"": {""aic"": 831738.3355223502, ""bic"": 832063.6437457303}, ""6"": {""aic"": 845015.4266173294, ""bic"": 845173.4334686854}, ""8"": {""aic"": 841624.9951384143, ""bic"": 841838.7691137784}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-8b_A100_tp2_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-8b_A100_tp2_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-8b_A100_tp2.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-8b_A100_tp2_k10.json
llama-3-8b_A100_tp4,trained,,10,f3,3,42,cuda,428,1.4140166640281677,1.4348338842391968,1.4160459339618683,20,4,5,50071,500142.42552405543,500398.2402450932,"{""10"": {""aic"": 500142.42552405543, ""bic"": 500398.2402450932}, ""12"": {""aic"": 499941.19647247804, ""bic"": 500249.9383771788}, ""6"": {""aic"": 500965.4318205153, ""bic"": 501115.3921742271}, ""8"": {""aic"": 500157.8147552615, ""bic"": 500360.70229263627}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-8b_A100_tp4_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-8b_A100_tp4_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-8b_A100_tp4.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-8b_A100_tp4_k10.json
llama-3-8b_A100_tp8,trained,,10,f3,3,42,cuda,491,1.2856895526250203,1.1127228299776712,1.288827379544576,15,3,3,37609,394098.42117644026,394345.936137651,"{""10"": {""aic"": 394098.42117644026, ""bic"": 394345.936137651}, ""12"": {""aic"": 393977.76270147105, ""bic"": 394276.48765465635}, ""6"": {""aic"": 395013.62358301703, ""bic"": 395158.7185602785}, ""8"": {""aic"": 394218.400333757, ""bic"": 394414.70530299307}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-8b_A100_tp8_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-8b_A100_tp8_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-8b_A100_tp8.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-8b_A100_tp8_k10.json
llama-3-8b_H100_tp1,trained,,10,f3,3,42,cuda,159,0.8398172722922431,0.5730506752928098,0.9263566699292924,42,9,9,81442,876954.1124421355,877224.0341874292,"{""10"": {""aic"": 876954.1124421355, ""bic"": 877224.0341874292}, ""12"": {""aic"": 876785.6539746159, ""bic"": 877111.4215982462}, ""6"": {""aic"": 880350.5208743963, ""bic"": 880508.7508630168}, ""8"": {""aic"": 878357.4096312315, ""bic"": 878571.4854981885}}",results/continuous_v1_gmm_bigru/k10_f3/checkpoints/llama-3-8b_H100_tp1_k10_f3_best.pt,results/continuous_v1_gmm_bigru/k10_f3/training_curves/llama-3-8b_H100_tp1_k10_f3.csv,results/continuous_v1_gmm_bigru/k10_f3/norm_params/llama-3-8b_H100_tp1.json,results/continuous_v1_gmm_bigru/k10_f3/gmms/llama-3-8b_H100_tp1_k10.json
